"Yemen Cafe","Middle Eastern",4
"Eat-N-Out Pizza & Gelato","Gelato",4
"Beacon Park","Parks",4.5
"Eat-N-Out Pizza & Gelato","Salad",4
"Beacon Park","Venues & Event Spaces",4.5
"Chef Greg's Soul -N- The Wall","American (New)",4.5
"The Detroit Club","Social Clubs",4
"The Detroit Club","American (New)",4
"The Detroit Club","Hotels",4
"El Taquito","Mexican",4.5
"El Taquito","Food Stands",4.5
"Asty Time Dominican Restaurant","Dominican",4.5
"Raven Lounge & Restaurant","American (Traditional)",4.5
"Raven Lounge & Restaurant","Social Clubs",4.5
"Raven Lounge & Restaurant","Jazz & Blues",4.5
"Hammer & Nail","Sandwiches",4.5
"Pop's For Italian","Italian",4
"Pop's For Italian","Pizza",4
"Hammer & Nail","Cocktail Bars",4.5
"Pop's For Italian","Wine Bars",4
"Anita's Kitchen","Lebanese",4
"Detroit Mini Donut","Caterers",4.5
"Detroit Mini Donut","Donuts",4.5
"Detroit Mini Donut","Street Vendors",4.5
"Taqueria Nuestra Familia","Mexican",3.5
"Bert's Marketplace","Barbeque",3
"Bert's Marketplace","Soul Food",3
"Bert's Marketplace","Venues & Event Spaces",3
"The Commons","Laundromat",5
"Loncheria El Parian","Food Trucks",5
"Loncheria El Parian","Mexican",5
"The Commons","Coffee & Tea",5
"Al Chabab Restaurant","Middle Eastern",4.5
"Detroit Soul","Soul Food",4
"Al Chabab Restaurant","Syrian",4.5
"MOCAD - Museum of Contemporary Art Detroit","Art Museums",4
"Treat You Batter","Desserts",5
"Cafe 1923","Coffee & Tea",4
"Hart Plaza","Landmarks & Historical Buildings",4
"Hart Plaza","Music Venues",4
"Balkan House","Modern European",4
"Balkan House","Mediterranean",4
"Balkan House","Creperies",4
"Bangkok Crossing","Thai",3.5
"Lovers Only","Burgers",3.5
"Lovers Only","Sandwiches",3.5
"Lovers Only","Bars",3.5
"Fusion Flare Kitchen & Cocktails","Soul Food",4.5
"Fusion Flare Kitchen & Cocktails","Cocktail Bars",4.5
"Toast","Breakfast & Brunch",4
"Toast","Burgers",4
"Toast","American (Traditional)",4
"The Old Shillelagh","Burgers",3
"The Old Shillelagh","Cocktail Bars",3
"Mangonadas Del Barrio","Ice Cream & Frozen Yogurt",4
"The Old Shillelagh","Vegan",3
"Mangonadas Del Barrio","Sushi Bars",4
"Mangonadas Del Barrio","Juice Bars & Smoothies",4
"Krakus Restaurant","Polish",4
"Krakus Restaurant","Bars",4
"Treat Dreams Dessert Emporium","Ice Cream & Frozen Yogurt",4.5
"Treat Dreams Dessert Emporium","Desserts",4.5
"California Burgerz","Burgers",4
"Griot Music lounge","Lounges",5
"Amore da Roma","Italian",3.5
"Amore da Roma","Cocktail Bars",3.5
"Thomas Magee's Sporting House Whiskey Bar","Sports Bars",4
"Thomas Magee's Sporting House Whiskey Bar","Pubs",4
"Thomas Magee's Sporting House Whiskey Bar","Irish Pub",4
"El Nacimiento","Mexican",3.5
"The Squirrel Cage","Breakfast & Brunch",4.5
"The Squirrel Cage","Sandwiches",4.5
"The Squirrel Cage","Soup",4.5
"New Yasmeen Bakery","Bakeries",4
"New Yasmeen Bakery","Middle Eastern",4
"New Yasmeen Bakery","Delis",4
"Fat Salmon Sushi","Sushi Bars",4
"Fat Salmon Sushi","Japanese",4
"Alcamo's Market","Specialty Food",4.5
"Alcamo's Market","Delis",4.5
"Alcamo's Market","Grocery",4.5
"Go! Sy Thai","Thai",3.5
"Bucharest Grill","American (Traditional)",3
"Bucharest Grill","Desserts",3
"Bucharest Grill","Middle Eastern",3
"Jamaica Jamaica Restaurant & Bakery","Bakeries",4
"Jamaica Jamaica Restaurant & Bakery","Caribbean",4
"Lunchtime Global","Sandwiches",4
"Lunchtime Global","Soup",4
"M Cantina","Mexican",4
"M Cantina","Juice Bars & Smoothies",4
"M Cantina","Latin American",4
"Delite Cafe & Deli","Delis",4.5
"Delite Cafe & Deli","Juice Bars & Smoothies",4.5
"Delite Cafe & Deli","Cafes",4.5
"Gathering Coffee Co.","Coffee & Tea",5
"Tai Fai Restaurant","Sushi Bars",4
"Tai Fai Restaurant","Asian Fusion",4
"Tai Fai Restaurant","Caterers",4
"Marble Bar","Bars",4
"Marble Bar","Music Venues",4
"Sullaf Restaurant","Delis",4.5
"Sullaf Restaurant","Middle Eastern",4.5
"Harbor House","Seafood",3
"Harbor House","Steakhouses",3
"The Oakland","Cocktail Bars",4.5
"The Ghost Bar","American (New)",4
"The Ghost Bar","Cocktail Bars",4
"Otus Supply","Bars",4
"Otus Supply","American (Traditional)",4
"Bumbo's","Beer Bar",5
"Harbor House","American (Traditional)",3
"Bumbo's","Cocktail Bars",5
"Evening Bar","Bars",4
"Whiskey in the Jar","Dive Bars",4.5
"Frenchy's Poutinery","Poutineries",4.5
"Frenchy's Poutinery","Fast Food",4.5
"Vicki's Bar-B-Q","Barbeque",4
"Chazzano Coffee","Coffee & Tea",4.5
"Masri Sweets","Bakeries",4
"Kitty's Cheesecakes & More","Desserts",4.5
"Kitty's Cheesecakes & More","Bakeries",4.5
"La Palapa Del Parian","Mexican",4.5
"La Palapa Del Parian","Desserts",4.5
"La Palapa Del Parian","Breakfast & Brunch",4.5
"Lou's Deli","Delis",4
"Warda Patisserie","Bakeries",4.5
"Mr. Kabob Xpress","Mediterranean",3.5
"Mr. Kabob Xpress","Middle Eastern",3.5
"Mr. Kabob Xpress","Juice Bars & Smoothies",3.5
"Greenroom Salads","Sandwiches",4
"Greenroom Salads","Vegetarian",4
"Greenroom Salads","Salad",4
"New Palace Bakery","Bakeries",4
"New Palace Bakery","Desserts",4
"The Kitchen by Cooking with Que","Vegan",5
"Tuhama's","American (New)",4
"Tuhama's","Middle Eastern",4
"Tuhama's","Sandwiches",4
"Mi Pueblo Express","Mexican",5
"Mac Shack","American (New)",4
"Mac Shack","Food Trucks",4
"AKtakeaway","Lebanese",4
"AKtakeaway","Breakfast & Brunch",4
"Noel Night","Local Flavor",4.5
"Drought","Juice Bars & Smoothies",4.5
"Drought","Live/Raw Food",4.5
"Camino Real Mexican Grill","Mexican",4
"Delux Lounge","Lounges",3.5
"Mocha Bistro","Sandwiches",4.5
"Delux Lounge","Dance Clubs",3.5
"Mocha Bistro","Juice Bars & Smoothies",4.5
"Mocha Bistro","Burgers",4.5
"Beignets 2 Go","Desserts",4.5
"Beignets 2 Go","Food Trucks",4.5
"Louisiana Creole Gumbo","Cajun/Creole",3.5
"Louisiana Creole Gumbo","Southern",3.5
"Louisiana Creole Gumbo","Seafood",3.5
"Frank's Deli & Grill","American (Traditional)",4
"Frank's Deli & Grill","Delis",4
"Frank's Deli & Grill","Breakfast & Brunch",4
"La Jalisciense Supermercado Y Taqueria","Grocery",4.5
"Detroit Shawarma","Mediterranean",4
"La Jalisciense Supermercado Y Taqueria","Mexican",4.5
"Detroit Shawarma","Sandwiches",4
"Detroit Shawarma","Middle Eastern",4
"Bunny Bunny","Chinese",4
"Bookies Bar & Grille","Sports Bars",3
"Penny Red's","Chicken Shop",3.5
"Bookies Bar & Grille","American (Traditional)",3
"Arabian Village Restaurant","Middle Eastern",4.5
"Arabian Village Restaurant","Arabian",4.5
"Rincon Tropical","Puerto Rican",3.5
"Spirit of Detroit","Landmarks & Historical Buildings",4.5
"Maru Sushi & Grill Detroit","Sushi Bars",4
"Maru Sushi & Grill Detroit","Seafood",4
"Maru Sushi & Grill Detroit","Desserts",4
"Christine's Cuisine","Mexican",4
"Red Hots Coney Island","Breakfast & Brunch",4.5
"Shredderz Food Truck","Food Trucks",4.5
"Shredderz Food Truck","Sandwiches",4.5
"Christine's Cuisine","Ukrainian",4
"Christine's Cuisine","Italian",4
"Shredderz Food Truck","Breakfast & Brunch",4.5
"TAP Sports Bar","Pubs",2.5
"TAP Sports Bar","Sports Bars",2.5
"El Taco Veloz","Mexican",4
"Tacos El Caballo","Food Trucks",4.5
"Tacos El Caballo","Tacos",4.5
"PizzaPapalis of Greektown","Pizza",4
"PizzaPapalis of Greektown","Italian",4
"TAP Sports Bar","American (New)",2.5
"The Elephant Room","American (Traditional)",4
"The Elephant Room","Cocktail Bars",4
"Buddy's Pizza - Downtown","Pizza",4.5
"Buddy's Pizza - Downtown","Salad",4.5
"Buddy's Pizza - Downtown","Italian",4.5
"Motor City Kitchen","Sports Bars",3.5
"Motor City Kitchen","American (New)",3.5
"Family Treat","Ice Cream & Frozen Yogurt",4.5
"Family Treat","American (New)",4.5
"Cafe March 21","Desserts",5
"Cafe March 21","Ramen",5
"Cafe March 21","Coffee & Tea",5
"Remas","Middle Eastern",4.5
"Remas","Mediterranean",4.5
"Pollos Los Gallos","Mexican",4.5
"Garden Bowl","Bowling",3.5
"Garden Bowl","Bars",3.5
"Garden Bowl","Venues & Event Spaces",3.5
"Detroit Sip","Coffee & Tea",5
"Caribbean Citchen","Caribbean",3.5
"Hashems Nuts & Coffee Gallery","Coffee & Tea",4.5
"Hashems Nuts & Coffee Gallery","Herbs & Spices",4.5
"Hashems Nuts & Coffee Gallery","Olive Oil",4.5
"Pho Nguyen Hoang","Vietnamese",4.5
"Eleos Coffee House","Coffee & Tea",5
"Germack Pistachio","Coffee Roasteries",4.5
"Germack Pistachio","Chocolatiers & Shops",4.5
"Germack Pistachio","Convenience Stores",4.5
"EastEats","Vegan",4
"EastEats","Tapas/Small Plates",4
"Craft Heads Brewing Company","Breweries",4.5
"Craft Heads Brewing Company","Coffee & Tea",4.5
"EastEats","Asian Fusion",4
"Craft Heads Brewing Company","Pizza",4.5
"Bucharest Grill","American (Traditional)",3
"The Fish Market","Seafood",4.5
"The Fish Market","Seafood Markets",4.5
"Volt","American (New)",3
"Bucharest Grill","Middle Eastern",3
"Volt","Lounges",3
"Greenwich Time Pub","Bars",4
"Buhl Bar","Bars",4
"La Fogata Mexican Grill","Mexican",4.5
"La Fogata Mexican Grill","Burgers",4.5
"La Fogata Mexican Grill","Sandwiches",4.5
"Pappy's Bar & Grill","Sports Bars",3
"Pappy's Bar & Grill","American (Traditional)",3
"Bagley Central","Cocktail Bars",4.5
"Ricky's Sub Shop","Sandwiches",4
"Ricky's Sub Shop","Cheesesteaks",4
"Food Exchange","Fast Food",4
"Food Exchange","Burgers",4
"The Well","Bars",4
"Sindbads Restaurant & Marina","Seafood",3
"Sindbads Restaurant & Marina","American (Traditional)",3
"Sindbads Restaurant & Marina","Steakhouses",3
"Motor City Soul Food","Soul Food",3
"Jumbo's Bar","Bars",4
"Love's Custard Pie","Desserts",5
"Xushi Ko","Japanese",3.5
"Xushi Ko","Sushi Bars",3.5
"Oloman Cafe","Cafes",4.5
"Oloman Cafe","Art Galleries",4.5
"Oloman Cafe","Venues & Event Spaces",4.5
"The Turkey Grill","Seafood",3
"The Turkey Grill","Sandwiches",3
"The Turkey Grill","Soul Food",3
"Bishr Poultry & Food Center","Grocery",4.5
"Bishr Poultry & Food Center","Halal",4.5
"Bishr Poultry & Food Center","Meat Shops",4.5
"The Cook's Shop","Italian",4.5
"Belle Isle Boat House","Venues & Event Spaces",4.5
"Belle Isle Boat House","Landmarks & Historical Buildings",4.5
"Hockeytown Cafe","Sports Bars",2.5
"Hockeytown Cafe","Burgers",2.5
"The Red Hook","Coffee & Tea",4.5
"The Red Hook","Breakfast & Brunch",4.5
"The Red Hook","Bakeries",4.5
"La Terraza","Seafood",3.5
"La Terraza","Mexican",3.5
"Hockeytown Cafe","Pizza",2.5
"La Terraza","Bars",3.5
"B. Nektar Meadery","Breweries",4.5
"B. Nektar Meadery","Meaderies",4.5
"El Zocalo","Mexican",3
"B. Nektar Meadery","Lounges",4.5
"Voyager","American (New)",4
"Voyager","Seafood",4
"Third Street Bar","Sports Bars",3
"Café 78","American (Traditional)",4.5
"Loco's Tex-Mex Grille","Tex-Mex",2.5
"Café 78","Cocktail Bars",4.5
"Queens Bar","Bars",3.5
"Chicago's Pizza","Pizza",4
"Small's Bar","Music Venues",4.5
"Lafayette Greens","Parks",5
"Small's Bar","Bars",4.5
"The Fountain Detroit","Bars",3
"The Fountain Detroit","American (Traditional)",3
"Gaelic League Irish American Club","Pubs",4.5
"Bangkok Cafe","Thai",4
"Connie & Barbara's Soul Food Restaurant","Soul Food",3.5
"Victory Liquor & Food Store","Beer, Wine & Spirits",4
"Victory Liquor & Food Store","Soul Food",4
"Victory Liquor & Food Store","Chicken Wings",4
"Nunn's Barbeque","Barbeque",3.5
"Nunn's Barbeque","Desserts",3.5
"Nunn's Barbeque","Caterers",3.5
"Bobcat Bonnie's Ferndale","Gastropubs",4
"Asian Corned Beef","Delis",3.5
"Asian Corned Beef","Desserts",3.5
"Asian Corned Beef","Sandwiches",3.5
"The Carvery","Salad",4.5
"The Carvery","Soup",4.5
"The Carvery","Sandwiches",4.5
"Aladdin Sweets & Cafe","Halal",3.5
"Aladdin Sweets & Cafe","Indian",3.5
"Aladdin Sweets & Cafe","Bangladeshi",3.5
"Majestic Theatre","Bars",3.5
"Majestic Theatre","Music Venues",3.5
"Majestic Theatre","Caterers",3.5
"Rush Bowls","Acai Bowls",4.5
"Rush Bowls","Juice Bars & Smoothies",4.5
"Rush Bowls","Breakfast & Brunch",4.5
"Now Cafe","Mediterranean",4.5
"Now Cafe","American (Traditional)",4.5
"Stockyard","Food Trucks",4.5
"Stockyard","Sandwiches",4.5
"Go Comedy! Improv Theater","Bars",4.5
"Go Comedy! Improv Theater","Comedy Clubs",4.5
"Go Comedy! Improv Theater","Performing Arts",4.5
"Dos Locos Tacos","Tacos",4
"Deluxx Fluxx","Bars",3.5
"Deluxx Fluxx","Music Venues",3.5
"Culantro","Latin American",4
"Culantro","Chicken Shop",4
"Stella Good Coffee","Coffee & Tea",3.5
"Culantro","Peruvian",4
"Impasto - Italian Inspired Wraps","Italian",5
"Impasto - Italian Inspired Wraps","Food Trucks",5
"Impasto - Italian Inspired Wraps","Wraps",5
"Starter's Bar and Grill","Sports Bars",3
"Starter's Bar and Grill","American (Traditional)",3
"Starbucks","Coffee & Tea",3
"Steve's Soul Food","Soul Food",3.5
"Steve's Soul Food","Barbeque",3.5
"Royal Barbecue Pizza","Barbeque",4
"Royal Barbecue Pizza","Pizza",4
"Athens Souvlaki","Greek",4
"Cheat Treats","Donuts",4
"Cheat Treats","Juice Bars & Smoothies",4
"Detroit One Coney Island","American (Traditional)",2.5
"Detroit One Coney Island","Breakfast & Brunch",2.5
"Detroit One Coney Island","Fast Food",2.5
"Urban Soul","Southern",3
"Cheat Treats","Desserts",4
"Spud Headz","Comfort Food",3.5
"Detroit Fleat","Beer, Wine & Spirits",4
"Detroit Fleat","American (New)",4
"Grand Trunk Pub","Pubs",3.5
"Grand Trunk Pub","American (New)",3.5
"Grand Trunk Pub","Irish Pub",3.5
"The Brakeman","Beer Bar",3.5
"The Taco Stand Taqueria","Tacos",4.5
"Kidcadia Play Café","Kids Activities",5
"Kidcadia Play Café","Cafes",5
"Kidcadia Play Café","Venues & Event Spaces",5
"Street Beet","Street Vendors",4
"Dynasty Chinese Food","Chinese",3.5
"Street Beet","Vegan",4
"The Breakfast Loft","Breakfast & Brunch",3.5
"Howe's Bayou","Cajun/Creole",4
"Lebon Sweets","Desserts",4.5
"Howe's Bayou","Seafood",4
"The Drunken Rooster","Food Trucks",5
"The Drunken Rooster","Mediterranean",5
"El Rancho Mexican Restaurant","Mexican",3.5
"El Rancho Mexican Restaurant","Desserts",3.5
"El Rancho Mexican Restaurant","Breakfast & Brunch",3.5
"MotorBurger","Burgers",4
"MotorBurger","Fast Food",4
"MotorBurger","Beer Bar",4
"Ukrainian Restaurant","Ukrainian",4.5
"Taylor Made Phat Burgers","Burgers",4
"Uncle Rays Potato Chips","Fast Food",4.5
"ChickP Detroit","Salad",4
"ChickP Detroit","Wraps",4
"ChickP Detroit","Juice Bars & Smoothies",4
"TV Lounge","Bars",3.5
"TV Lounge","Dance Clubs",3.5
"Mamo Burger Bar","American (Traditional)",4.5
"Mamo Burger Bar","Burgers",4.5
"Las Cazuelas Grill","Mexican",4.5
"Detroit City Clubhouse","Sports Bars",4.5
"Los Corrales Restaurant","Mexican",3.5
"Apple Fritter Donut Shop","Donuts",4.5
"Apple Fritter Donut Shop","Coffee & Tea",4.5
"Red Bull House Of Art","Art Galleries",4.5
"Red Bull House Of Art","Local Flavor",4.5
"Windsor Palace Restaurant","Middle Eastern",4.5
"Prince Valley Market","Grocery",4
"Prince Valley Market","Bakeries",4
"Family Bakery","Bakeries",4.5
"Monument to Joe Louis","Landmarks & Historical Buildings",4.5
"Town Pump Tavern","American (Traditional)",2.5
"Town Pump Tavern","Pubs",2.5
"Bea's Detroit","Shared Office Spaces",4.5
"Bea's Detroit","Venues & Event Spaces",4.5
"Bea's Detroit","Cafes",4.5
"Gateway Deli Cafe","Delis",3.5
"Gateway Deli Cafe","Venues & Event Spaces",3.5
"Nathan's Deli","Delis",4
"Halal Desi Pizza & Gyro's","Halal",4
"Halal Desi Pizza & Gyro's","Pizza",4
"Halal Desi Pizza & Gyro's","Burgers",4
"Baba's Grill","Lebanese",4
"Baba's Grill","Halal",4
"Lincoln Street Art Park","Parks",4.5
"Lincoln Street Art Park","Art Tours",4.5
"Chick-fil-A","Fast Food",4
"Schramm's Mead","American (New)",4.5
"Schramm's Mead","Wine Bars",4.5
"May Wah Inn Chinese Cuisine","Chinese",4
"Mexican Town Restaurant","Mexican",2.5
"Capri Italian Bakery","Bakeries",4.5
"Capri Italian Bakery","Pizza",4.5
"Capri Italian Bakery","Sandwiches",4.5
"Assembly Line Buffet","Buffets",3
"El Salpicon Detroit","Mexican",4
"El Salpicon Detroit","Latin American",4
"El Salpicon Detroit","Seafood",4
"Coney King Coney Island","Breakfast & Brunch",4
"Coney King Coney Island","American (Traditional)",4
"Nico Taverna","Italian",4.5
"Sports & Social Detroit","Sports Bars",3
"Sports & Social Detroit","American (Traditional)",3
"Sports & Social Detroit","Cocktail Bars",3
"Kong Kow Restaurant","Chinese",4
"Red Star Restaurant","Chinese",4
"Red Star Restaurant","Seafood",4
"Red Star Restaurant","Noodles",4
"Mr. Corned Beef","Delis",4
"Mr. Corned Beef","Sandwiches",4
"Mr. Corned Beef","Desserts",4
"Jose's Tacos","Tacos",4.5
"Cadillac Lodge","Cocktail Bars",4
"Cadillac Lodge","Pop-Up Restaurants",4
"The Keg Steakhouse + Bar  Riverside","Steakhouses",4
"The Keg Steakhouse + Bar  Riverside","Bars",4
"The Keg Steakhouse + Bar  Riverside","Seafood",4
"Detroit Bubble Tea","Coffee & Tea",4
"Detroit Bubble Tea","Bubble Tea",4
"Detroit Bubble Tea","Juice Bars & Smoothies",4
"The Madison Building","Landmarks & Historical Buildings",5
"COOP Carribean Fusion","American (New)",3.5
"COOP Carribean Fusion","Caribbean",3.5
"Carnival Fresh Mex","Mexican",3
"Alnawras Restaurant","Mediterranean",5
"LJ's Lounge","Lounges",3.5
"Lucki's Cheesecakes - 6 Mile","Desserts",4
"Shawarma Palace","Middle Eastern",4
"Shawarma Palace","Halal",4
"The Baltimore","Bars",3.5
"The Baltimore","American (Traditional)",3.5
"Maine Street Restaurant","Greek",4
"Maine Street Restaurant","Italian",4
"Maine Street Restaurant","American (Traditional)",4
"Grandys Coney Island Restaurant","Fast Food",4
"A1 Dogs&burgers","Hot Dogs",4.5
"A1 Dogs&burgers","Burgers",4.5
"Hamtramck Disneyland","Local Flavor",4.5
"Pasta Bowl Restaurant","Soul Food",3
"Pasta Bowl Restaurant","Comfort Food",3
"Pasta Bowl Restaurant","Italian",3
"New China One","Chinese",3.5
"A1 Dogs&burgers","Halal",4.5
"On a Roll Sushi & Sliders","Sushi Bars",4.5
"Sabina's Restaurant","Polish",4
"Amicci's Pizza","Pizza",3.5
"On a Roll Sushi & Sliders","Cocktail Bars",4.5
"Habib's Cuisine","Mediterranean",3.5
"Habib's Cuisine","Middle Eastern",3.5
"Habib's Cuisine","Sandwiches",3.5
"Kwong Tung Inn","Chinese",3.5
"Donutville USA","Donuts",4
"Donutville USA","Bakeries",4
"China House","Chinese",3.5
"Donutville USA","Coffee & Tea",4
"Shield's Restaurant Bar Pizzeria","Pizza",3.5
"Shield's Restaurant Bar Pizzeria","Sports Bars",3.5
"Shield's Restaurant Bar Pizzeria","American (Traditional)",3.5
"Kwong Village","Chinese",4
"Cobb's Corner Bar","Bars",3.5
"Cobb's Corner Bar","American (Traditional)",3.5
"The Blue Nile Ethiopian Restaurant- Ferndale","Ethiopian",3.5
"The Blue Nile Ethiopian Restaurant- Ferndale","Vegetarian",3.5
"Tacos el Toro","Food Stands",4.5
"Cøllect","Beer Bar",5
"Cøllect","Kombucha",5
"The Corner Grill, Bar  Game Room","Eatertainment",4
"The Corner Grill, Bar  Game Room","American (Traditional)",4
"The Corner Grill, Bar  Game Room","Bars",4
"Golden Chicken","Middle Eastern",4.5
"Golden Chicken","Halal",4.5
"Golden Chicken","Chicken Shop",4.5
"Taloola Cafe","Cafes",4.5
"Inyo","Asian Fusion",3.5
"Gourmet Deli","Delis",4.5
"The Whisky Parlor","Lounges",4.5
"The Whisky Parlor","Whiskey Bars",4.5
"Jordan's Family Restaurant","Breakfast & Brunch",4.5
"Jordan's Family Restaurant","American (Traditional)",4.5
"Michigan Central Station","Landmarks & Historical Buildings",4
"MAZAAR - Downtown","Middle Eastern",4
"Sheeba Restaurant","Middle Eastern",4
"Paul's Pizzeria","Pizza",4
"Sheeba Restaurant","Halal",4
"Grill Room at Detroit Athletic Club","American (Traditional)",4
"Grill Room at Detroit Athletic Club","Breakfast & Brunch",4
"The Manchester","British",4
"The Manchester","Music Venues",4
"The Manchester","Fish & Chips",4
"Ferndale Project","Coffee & Tea",4.5
"Ferndale Project","Breweries",4.5
"Ferndale Project","Pizza",4.5
"Buena Fe Restaurant","Mexican",4.5
"Buena Fe Restaurant","Salvadoran",4.5
"T-Mo's BBQ Pit","Smokehouse",4.5
"T-Mo's BBQ Pit","Barbeque",4.5
"T-Mo's BBQ Pit","Southern",4.5
"U of D Coney Island","Restaurants",4
"ZamZam Restaurant","Indian",4
"ZamZam Restaurant","Pakistani",4
"ZamZam Restaurant","Bangladeshi",4
"Elmer's Hamburgers","Burgers",4
"Peoples Brothers Bakery","Bakeries",4
"Tropical Hut Philippine Cuisine","Filipino",4.5
"Rafic's Falafel","Lebanese",4
"Rafic's Falafel","Falafel",4
"Loncheria El Parian","Mexican",4.5
"Loncheria El Parian","Street Vendors",4.5
"The Loose Goose","Pubs",4
"Saucy Brew Works - Detroit","Pizza",4
"Saucy Brew Works - Detroit","Coffee & Tea",4
"Buffalo Wild Wings","Chicken Wings",2
"Saucy Brew Works - Detroit","Brewpubs",4
"Buffalo Wild Wings","American (Traditional)",2
"Buffalo Wild Wings","Sports Bars",2
"Slices","Pizza",3
"Level Two Bar & Rooftop","Bars",2.5
"Level Two Bar & Rooftop","Dance Clubs",2.5
"Level Two Bar & Rooftop","American (Traditional)",2.5
"Antojitos Southwest","Food Stands",4.5
"The Twisted Apron","Comfort Food",3.5
"The Twisted Apron","Breakfast & Brunch",3.5
"Grand Army of the Republic Building","Landmarks & Historical Buildings",4.5
"Super Greenland Market","Meat Shops",4
"Super Greenland Market","International Grocery",4
"Super Greenland Market","Delis",4
"Top China One","Chinese",3.5
"The Emory","Burgers",3.5
"The Emory","American (Traditional)",3.5
"The Emory","Beer Bar",3.5
"Bubi's Awesome Eats","Burgers",3.5
"Bubi's Awesome Eats","Salad",3.5
"44 Burrito","Mexican",3.5
"Ivy Kitchen + Cocktails","American (New)",3
"Ivy Kitchen + Cocktails","Desserts",3
"Ivy Kitchen + Cocktails","Cocktail Bars",3
"Parks Old Style Bar-B-Q","Barbeque",3
"Parks Old Style Bar-B-Q","Chicken Wings",3
"Noah's Deli","Delis",4
"Olympic Grill","Diners",3.5
"Wigley's Meats & Produce","Meat Shops",4
"Wigley's Meats & Produce","Delis",4
"MotorCity Casino Buffet","Buffets",3.5
"MotorCity Casino Buffet","American (Traditional)",3.5
"The Alley Deck","Bars",4.5
"The Alley Deck","Barbeque",4.5
"Pizza Connection","Pizza",4
"La Shish","Middle Eastern",3.5
"Mumma Maria's House","Italian",4.5
"D Motown Deli & Food Truck","Delis",4
"The Lodge Diner","Diners",3
"Assaggi Bistro","Italian",4
"Assaggi Bistro","Wine Bars",4
"D Motown Deli & Food Truck","Food Trucks",4
"Legends Grill","American (New)",4
"Legends Grill","Diners",4
"Red Robin Gourmet Burgers and Brews","American (Traditional)",3
"Red Robin Gourmet Burgers and Brews","Burgers",3
"Woodward Bar & Grill","Gay Bars",4
"Vito's Olde Walkerville Pizzeria","Pizza",4
"Fresh Fish House","Fish & Chips",3.5
"Fresh Fish House","Seafood",3.5
"Fresh Fish House","Chicken Wings",3.5
"Epicurus Restaurant of Wayne state","Diners",3
"Pho Xic Lo","Vietnamese",4
"Epicurus Restaurant of Wayne state","Halal",3
"Epicurus Restaurant of Wayne state","Pizza",3
"Asian Corned Beef","Asian Fusion",3.5
"Asian Corned Beef","Delis",3.5
"Starbucks","Coffee & Tea",4.5
"William G Milliken State Park and Harbor","Parks",4.5
"William G Milliken State Park and Harbor","Boating",4.5
"William G Milliken State Park and Harbor","Fishing",4.5
"Jubba Restaurant","Canadian (New)",4.5
"Jubba Restaurant","African",4.5
"MBAD's African Bead Museum","Museums",5
"Dearborn Sweets","Bakeries",4.5
"Dearborn Sweets","Desserts",4.5
"Peteet's Famous Cheesecakes","Bakeries",4.5
"Peteet's Famous Cheesecakes","Desserts",4.5
"Peteet's Famous Cheesecakes","Cupcakes",4.5
"BabyBacks Open Pit","Barbeque",4
"People's Pierogi Collective","Polish",4
"Shelby","Speakeasies",4.5
"Shanghai Bistro","Chinese",4.5
"Island Spice Caribbean & American Restaurant","American (Traditional)",4
"Island Spice Caribbean & American Restaurant","Seafood",4
"Island Spice Caribbean & American Restaurant","Caribbean",4
"The Motown Bistro","Steakhouses",2.5
"The Motown Bistro","Seafood",2.5
"Midnight Temple","Indian",4.5
"Kings Bakery","Bakeries",4
"Historic Fort Wayne","Landmarks & Historical Buildings",4
"TOAST Restaurant","Breakfast & Brunch",4
"New Martha Washington Bakery","Bakeries",4
"New Martha Washington Bakery","Donuts",4
"Southern Fires Bistro & Lounge","Lounges",2.5
"Southern Fires Bistro & Lounge","American (Traditional)",2.5
"Southern Fires Bistro & Lounge","Seafood",2.5
"The Sushi California","Japanese",4
"Mike's Kabob Grille","American (Traditional)",3
"The Sushi California","Sushi Bars",4
"Mike's Kabob Grille","Middle Eastern",3
"State Bar","Sports Bars",3.5
"Mike's Kabob Grille","Breakfast & Brunch",3
"Painted Lady Lounge","Lounges",4
"Painted Lady Lounge","Cocktail Bars",4
"New York Deli","Delis",4
"New York Deli","Sandwiches",4
"New York Deli","Halal",4
"Woodward Avenue Brewers","Breweries",3
"Woodward Avenue Brewers","Pizza",3
"El Paisa Taqueria Truck","Mexican",4.5
"El Paisa Taqueria Truck","Food Stands",4.5
"Bistro 555","American (Traditional)",2.5
"Bistro 555","Buffets",2.5
"Milano Cafe","Cafes",4.5
"Mighty Wing Shop","American (Traditional)",3
"Mighty Wing Shop","Chicken Shop",3
"Mighty Wing Shop","Breakfast & Brunch",3
"Kabob House & Mouchak Sweets","Indian",3.5
"Kabob House & Mouchak Sweets","Seafood",3.5
"Kabob House & Mouchak Sweets","Bangladeshi",3.5
"Uptown Barbecue","Barbeque",2.5
"F&B","Tapas/Small Plates",4.5
"F&B","Seafood",4.5
"F&B","Cocktail Bars",4.5
"Campus Diner","Diners",3
"Wyoming Lunch","Breakfast & Brunch",4.5
"Wyoming Lunch","American (Traditional)",4.5
"Tacos El Rodeo","Mexican",4
"Tacos El Rodeo","Food Trucks",4
"Arbeel Kabab","Kebab",4
"Arbeel Kabab","Halal",4
"Arbeel Kabab","Middle Eastern",4
"Tria","American (New)",4
